text,label
Smaller Nonprofits Need Help Now To Survive COVID-19,[]
Make CUSD Schoolwork Optional Due to COVID-19 Pandemic,['lockdowns']
Replacing the COVID Awareness Caller tune with Mayur Jumani's Remix version,[]
Australian Dept of Education Duty of care failures COVID 19,['lockdowns']
Health care workers and Covid-19,[]
"Indian Doctors battling COVID lack PPE, while IPL pays cricketers millions of dollars","['masking_and_distancing', 'vaccination']"
Illinois  Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,['lockdowns']
Make UNF give us refunds for housing/ dining if we are forced to leave again due to covid,['lockdowns']
Change UT to a Pass/Fail grading system (with a letter grade option) for Spring 2020,['lockdowns']
Front line workers deserve hazard pay from Danbury and New Milford Hospital.,[]
Regarding UC Irvine's Decision to Cancel 2020 Commencement,['lockdowns']
"IDPH, Cheerleaders Are Athletes! COVID-19",[]
"Stop the spread of COVID-19: Cancel the 7/11/20 Trump rally in Portsmouth, NH",['lockdowns']
CoVid 19 Petition : To gain government support for small businesses in India,[]
VTU is planning to conduct Offline exam over online semester - COVID is still rising,['lockdowns']
Demand a Green New Deal to save the planet after Covid-19,[]
Protect Pregnant Healthcare Workers & Healthcare System from COVID19,['masking_and_distancing']
Cuomo Close NYC construction during  Covid-19. Save peoples lives,['lockdowns']
"COVID-19 Pandemic: Supplies, Financial Support and Compassion for Humanity",[]
Extend IELTS validity by a year following Covid-19 Pandemic,['lockdowns']
Commence Scenario 2 for High Schools and Revise COVID-19 Guidelines in Alberta,['masking_and_distancing']
Petition to PM & FM INDIA: RELIEF FOR INDIAN LOAN BORROWER;EMI HOLIDAY! PLS BAN MORATORIUM,[]
Facebook: Don’t stop the music!,[]
Extend compassionate use of Remdesivir to health care workers,['vaccination']
Impose trade sanctions for nations with unsafe bio-security in their (wet) meat markets,[]
Lift the ban on alcohol sales in Barbados during the Covid-19 lock-down,['lockdowns']
"Housing Is Health! No Homelessness, No Rent Debt",['lockdowns']
Padma Vibhushan for Dr KK Aggarwal,[]
Petition to lower the tuition fees for 2020/2021 sem 1 at Universiti Teknologi Malaysia.,[]
MUHS should conduct online examination or Postpone MBBS examinations due to rising COVID,['lockdowns']
Release College Students From Off-Campus Housing Obligations During COVID-19 Pandemic,['lockdowns']
Get competitive swimmers back in the pool in PA!,['lockdowns']
Extend COVID-19 relief packages to temporary visa holders,[]
Justice for Nikita Tomar,[]
"Allow live meetings, conventions, and tradeshows to operate in Las Vegas at 50% capacity!",['masking_and_distancing']
Protect Chesterfield's Special Education Students!,[]
Forgiving rents in the time of lockdown due to Coronavirus,['lockdowns']
Move the Pop-Up Covid Test Centre away from the Old Town!,['masking_and_distancing']
We Won't Leave Anyone In Our Community Behind During COVID-19 Pandemic,[]
Tranparency Regarding Keller ISD's Management of COVID-19,[]
Protect Orillia During COVID-19,[]
Release all ICE Detainees Immediately,[]
Unmask Elementary Children Outdoors (and all together).,['masking_and_distancing']
Save Redrow/Crem skatepark,[]
Give the elderly the first hour of supermarket trading during Covid-19,[]
Close all MESA PUBLIC SCHOOLS because of COVID-19. Protect our Children!,['lockdowns']
#PostponeNEET_JEE,['lockdowns']
Cancel all further exams due to instability caused by COVID-19,['lockdowns']
Governor Hogan: Close preschools to protect childcare workers from the spread of COVID-19,['lockdowns']
Lower the age of breast cancer screening in Scotland - “Better screened than sorry”,[]
Open Personal Training Studios During Phase 2,[]
Tell Gov. Cuomo: Broadway Deserves a Seat at the Table,[]
Covid 19: Repatriación de argentinos y residentes argentinos en el exterior.,[]
NIRA to extend eligibility for athletes whose seasons were cut short,[]
Protect Essential Autism Care in PA,['lockdowns']
Pass all classes of 2020 second semester,['lockdowns']
Concordia University students asking for the grading system this semester to be PASS/FAIL,['lockdowns']
Postpartum support for mothers in Newfoundland during COVID-19,[]
Saskatchewan Needs a Better Back-To-School Plan,['lockdowns']
Petition for NSW Year 12 students to hold Graduation Assemblies and formals,['lockdowns']
"Lecce, DO NOT CHANGE MARCH BREAK AGAIN!",[]
Postpone Highschool Spring Sports instead of Cancelling,['lockdowns']
Save Echo Park Lake,[]
Proactively protecting the health of SHSU and Huntsville Amid growing concerns of COVID-19,[]
Reschedule Rutgers University 2020 Commencement,['lockdowns']
COVID Outbreak: CLOSE DEVONSHIRE MALL,['lockdowns']
Re-opening of ALL Golf Facilities Immediately for ALL GOLFERS,['lockdowns']
Covid-19: give economic hardship relief to the hair & beauty industry – support UK salons,[]
"Demand Visa, MasterCard, AMEX & Discover Reduce/Waive Certain Fees during COVID 19",['masking_and_distancing']
Get Nassau County To Reverse The Postponement Of The 2020 Fall Season,['lockdowns']
Unemployment Relief For Independent Workers With Mixed Income Types,[]
"""Play On""",[]
Allowing athletic competition,['lockdowns']
Manitobans Demand a FAIR Contract for Nurses & Quality Patient Care,[]
Close UC Berkeley Campus Due to COVID-19 New Cases in Surrounding Areas,['lockdowns']
COVID-19 Hazard pay for all 1199 SEIU healthcare workers now,[]
COVID-19 Pandemic: Reinstate Premium Pay for Essential Employees in the State of Maryland,[]
Impeach Michigan Governor Gretchen Whitmer NOW,[]
Grace-Graduate final year UG students owing to Covid-19,['lockdowns']
82yr Old Woman Battling Leukemia Needs Urgent Commutation of Sentence,[]
Online classes for Universidad europea de valencia (COVID-19 Emergency),['lockdowns']
Sack Dominic Cummings!,['lockdowns']
Support excise parity for Canadian craft distilleries,[]
Include Australia's Already Disadvantaged in the COVID-19 Stimulus Supplement,[]
CANCEL 2021 METRIC BOARD EXAM DUE TO THE WIDE SPREAD OF COVID 19,['lockdowns']
Make DUT shut down all campuses for an appropriate amount of time should COVID-19 worsen.,['lockdowns']
SAVE FAIRLOP SAILING SCHOOL FROM CLOSURE,['lockdowns']
"Governor Kim Reynolds: Suspend Rent, Mortgage, & Utility Payments During This Crisis",['lockdowns']
Deny Mike Harris the Order of Ontario,[]
"Help undocumented immigrants
during the COVID-19 crisis",[]
"Governor Andy Beshear: Suspend Rent, Mortgage and Utility payments during the Corona Virus",['lockdowns']
Open Fitness Facilities Premier,['lockdowns']
"Petition for all 2020 parents to be granted $3,000 baby support grant",[]
"Stop coronavirus - call for permanent ban on commercial wildlife breeding, markets & trade",['lockdowns']
Release COVID-19 Child Care Data in MA!,['vaccination']
Shutdown the University of Waterloo campus temporarily due to COVID-19,['lockdowns']
Punëtorët informal duhet të përfitojnë nga paketat e ndihmës financiare COVID-19,[]
Pay Petsmart employees Hazard pay due to COVID-19.,[]
Hazard Pay for Fred Meyer Employees During the Outbreak of COVID-19,[]
Allow Michigan Youth Soccer Players To Return To Play,['lockdowns']
Academic Freeze,['lockdowns']
Stop vigilante Covid-19 roadblocks,['lockdowns']
Canada Should Ban Flights from Europe due to COVID-19,['lockdowns']
Close NBPS after Spring Break due to the outbreak of COVID-19 in Broward county.,['lockdowns']
Close QASMT For 2 Weeks (COVID-19),['lockdowns']
Target: Protect your team and community as Covid-19 surges on.,"['lockdowns', 'masking_and_distancing']"
Restrict Maximum Monthy BCHydro Charges During Covid-19 Outbreak,['lockdowns']
Ensure Sir Richard Branson sells private assets before being bailed out by the government.,[]
Cancel Lucknow University Exams! Mass promotion of students is an option.,['lockdowns']
Norwich University students to remain off-campus in response to COVID-19,['lockdowns']
COVID-19: Change to The Leaving Cert 2020,['lockdowns']
Personal Protective Equipment (PPE) and COVID-19 Health Care for NYPD Officers,[]
Allow ski hills to operate during Ontario lockdown,['lockdowns']
Stonewall Jackson Cemetery Name To Remain The Same,[]
Bring the AFL grand final to Perth,[]
INTI SHOULD CANCELLING ALL PHYSICAL CLASSES TO REDUCE SPREAD OF COVID-19,['lockdowns']
COVID-19 Support for International Students,[]
Gofundme deve eliminare i contributi x  le raccolte COVID nel mondo e donare agli ospedali,[]
COVID vaccines for California teachers,['vaccination']
Corona Virus Kenya: Petition to STOP all flights from CHINA & #COVID-19 hotspots,['lockdowns']
Cancel School for CPS,['lockdowns']
Provide federal financial assistance to renters affected by COVID-19,[]
COVID-19: Suspend classes and Encourage online teaching at Coventry University,['lockdowns']
Sénégalais de l'extérieur victimes du COVID-19,[]
Demand Congress Provide Free School Meals To Every K-12 Student In America,[]
Lower Temple University Fall 2020 Tuition,[]
AOTA Needs to Address Murders of Black Men and Women to Support OT's Diverse Community,[]
Force Big Chain Supermarkets/Takeaways to Drop Delivery Fees During the Covid-19 Pandemic,['lockdowns']
BAN USE OF CHEMICAL CROWD-CONTROL AGENTS DURING THE COVID-19 PANDEMIC,['lockdowns']
Allow virtual HBUHSD teachers to continue instruction online,['lockdowns']
"Tell Governor Newsom to Release Patricia Wright, A Blind Grandmother with Terminal Cancer",[]
"Demand to grant  PR Status to Work permit holders, Refugee Claimants and Int. Students.",['lockdowns']
PLEASE SHUT DOWN and CLEAN Amazon facilities that test positive for COVID-19,"['lockdowns', 'masking_and_distancing']"
Please Let Massachusetts Golf,[]
Stop Deportation- Mother faces deportation that would take her away from her daughter,[]
"The stoppage of Justin Trudeau's ""assault weapons"" ban",[]
Allow Businesses and small traders to resume in Mumbai.,[]
"With The world facing a Covid-19 pandemic, Unisa exams to change from seat-in to portfolio",['lockdowns']
DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19,[]
Do not transfer our Municipal Commissioner until Covid is eradicated,['lockdowns']
Cover Covid19 Exposed or Contracted Longshore Workers Under Federal Compensation.,"['masking_and_distancing', 'vaccination']"
"SAY NO to using the Wyndham, Fresh Meadows to House 100 Former Inmates and Sex Offenders!",[]
Postpone VTU exams,['lockdowns']
Help convince Inslee and WIAA to allow HS spring sports to resume,['lockdowns']
NZTR: Shifting the two Guineas Group One races north will ruin Cup Week in Christchurch!,[]
COVID-19 Awards,[]
Cancel the 2020-2021 school year SOLs,['lockdowns']
..,[]
Protect our nurses!,[]
SENSELESS IMPRISONMENT FOR MY MOM.. FIRST TIME OFFENDER NON-VIOLENT CRIME,[]
COVID-19: Demand immediate release for those incarcerated in Knox County jail,[]
"Petition to recall Desmond Elliot from the Lagos House of Assembly, Surulere Constituency",[]
Texas UIL Spring Sports/Competitions to be completed during the Summer of 2020,[]
Prioritize Vaccinating Florida Teachers,['vaccination']
Save Plum Island Coffee Roasters,[]
Suspend Rent & Mortgage in Canada during COVID-19,[]
Ask the City of Winston-Salem to support in-street dining for downtown resturants!,[]
Have Online Classes & Close Physical BMCC campus due to Outbreak of COVID-19,['lockdowns']
Appello per la pace in Etiopia,[]
Stop Guinea Pig Vaccine Tests In  Africa for Covid 19/ Corona Virus,[]
Rowan University: Universal Pass System,[]
Allow Athletic Therapists to treat their patients,[]
Allow not COVID related evictions,[]
#FreeNeko from Navajo County Jail,[]
ÖZEL OKUL ÖDEMELERİNİNDE İNDİRİM,[]
Allow Golf courses to open in Ontario,['lockdowns']
Extend Winter Break at UBC,[]
Include Preschool Teachers in the Phase 1b vaccine rollout in Kentucky,['vaccination']
"Justice for Dr. Abhishek Bhayana, youngest frontline covid warrior",[]
Petition for Approval to Provide Illinois Early Intervention Services via Telehealth,[]
Help animal shelters during COVID-19,[]
"Allow access in Point Roberts, WA for Canadian property, boat & animal owners",['lockdowns']
Lower Tuition at Hope College During Covid-19,[]
School Stays ON !,[]
Licensure Extension for TLLP due to COVID-19,[]
Cancel rental payment for international student of Australia during COVID-19 crisis,[]
Provide easily accessible and free COVID-19 testing across India.,[]
Community Demands for Lesley University's Covid-19 Response,[]
Free Jay Regas,[]
Remove Dr. Wajid Ahmed from his position as Medical Officer of Health for Windsor/Essex,[]
Hazard Pay For Essential Workers,[]
Let our 4 year old Melbourne kinder kids go to their Primary Schools for prep orientation,['lockdowns']
SHUTDOWN BROWARD COUNTY,['lockdowns']
Make the CDC report the number of coronavirus cases per state,[]
End Hate Crimes Against Asian Americans,[]
"Lockdown India Completely Until 31st Mar (At least) - (Buses, Flights, Trains, Shops etc)",['lockdowns']
Cancel the 2020 St Patrick's Day Parades in Ireland to help reduce the spread of COVID-19,['lockdowns']
Keep Yehaa Bob at Port Orleans,[]
Allow Fall Advantage participants to arrive for the Fall program.,[]
"Teachers, Students, and Staff are NOT Expendable",[]
Change the 2020 Year 12 VCE Exams,[]
Ban Eating Dogs & Cats in China - Now.,[]
Covid-19:   Salud a través del ejercicio!,[]
Call for the Resignation of Los Angeles Mayor Eric Garcetti for BLM Protest Response,[]
Lower the amount of work given to KHSD students,[]
Cancel GEBE bills during lockdown,['lockdowns']
Suspension of rent payments to students during the Coronavirus pandemic.,[]
It now time for temples and religious institutions to donate for COVID relief,[]
Expedite NBCOT Exam Process,[]
“TAKE  ACTION AGAINST CORRUPTION NOW”,[]
Pharmacy Personnel MUST be included in Gov. Wolf's COVID-19 PA Hazard Pay Grant Program!!!,[]
University students should not have to pay last instalment of rent if they move out,[]
Recall WI Governor Tony Evers,[]
Transparency for Missouri beef consumers and producers,[]
Virginia Covid-19 Mandatory Shelter in Place,['lockdowns']
Open Texas Nursing Homes and Assisted Living Centers,[]
Claps don't pay the bills - give all NHS workers a 15% pay rise #NHSPay15,[]
Mandate PPE for Dental Hygienists NOW!,[]
Carteret County Surf Now,[]
"COVID-19 Pass/Fail Grading Initiative for FCPS - Frederick, MD",[]
Provide Food and Safe Transport to Stranded Migrants during COVID-19 Lockdown,[]
Save Newquay Killacourt,[]
Mandate the collection of disaggregated health data for Canadians during COVID-19,[]
Help Georgia Restaurants Survive COVID-19,[]
SAVE OUR SMALL BUSINESS COMMUNITY!! Allow restaurants to be able to service outdoor dining,['lockdowns']
UHC refuses to pay equitably for COVID tests,[]
UT AUSTIN NEEDS TO CONTACT ALL RESIDENTS AND STAFF WHEN COVID-19 CASES EMERGE,[]
Pengurangan uang sekolah selama Home Learning karena dampak ekonomi dari Covid - 19.,[]
"COVID-19 : Give the 320,000 homeless people in the U​.​K. shelter",[]
Review of the constitution of the South African CoVID-19 National Command Council,[]
Save Pine Island Club,[]
Reopen Gyms To Help Combat COVID-19,['lockdowns']
Make COVID-19 Testing Free for Senior Citizens & Subsidised for All #PatientsBeforeProfits,[]
We want to feel safe on social media platforms,[]
Pass/Fail Grading Option at Adelphi University in response to COVID-19,[]
"Prisoner's in danger of Covid-19. ""Please Help""
#PrisonersLivesMatterToo",[]
Arrest Mocha Uson for Publishing False News in her Facebook Page,[]
COVID-19: Allow free hospital parking for BC's health care workers.,[]
REDUCTION IN SCHOOL FEES DURING COVID-19. Schools to run at no profit no loss till then,[]
UW 2020 Commencement,[]
Private schools to charge 50% tuition fees for online classes.,[]
"Plea for $1,000,000 for COVID-19 Frontline Workers Families",[]
Lift covid restrictions on Beauty industry!,['lockdowns']
COVID - Suspend School Until We Have Clarity,['lockdowns']
For NHS senior management to protect workers from COVID-19 as a priority,[]
Early release for Hector Jimenez via medical parole or clemency due to COVID-19,[]
No mandatory Covid-19 vaccine in Canada,['vaccination']
Cancelling of HITS Events during COVID pandemic,['lockdowns']
Stop the Suppression and Redirection of Covid-19 Data,[]
Keep Community Based Adult Services (CBAS) Available in California,[]
"Close, Florida, close the beaches, Gov. DeSantis!",['lockdowns']
Nurses must be exempted from paying tax during covid-19.,[]
Pass all SBISD students for the spring semester,[]
Please Close Philadelphia Public Schools due to Coronavirus/COVID-19! Safety first!,['lockdowns']
"Support and reward healthcare workers, COVID-19",[]
Stop UC Davis From Cutting Financial Aid During a Pandemic,[]
Ban face to face teaching at City of Glasgow College with immediate effect - COVID-19,['masking_and_distancing']
SUPPORT FOR SME WORKING DIRECTORS UNDER JOBS SUPPORT SCHEME (JSS),[]
COVID-19 Small Business economic hardship,[]
Reopen The Spotlight Theatre ASAP,['lockdowns']
Remove mandated bulk-billing from COVID-19 telehealth item numbers.,[]
Open Up Private Recreational Motorcycle & ATV Areas In NY,['lockdowns']
Stop Covid-19 Related Dismissals at Glasgow Colleges,[]
Proposal to Make Alberta's Diploma Examinations Voluntary,[]
"ICMR JRF 2020 ,DBT BET JRF 2020 and GATB 2020 got postponed now",['lockdowns']
Stop the RHS Bridgewater from further culling of roe deer at their site,[]
Joe Biden's Candidacy is Failing - We Demand a Stronger Nominee. Democrats: Act Now.,[]
Close All Wildlife Trading Markets Globally,['lockdowns']
Lift Restrictions for New Brunswickers Travelling to Nova Scotia,['lockdowns']
We Demand Free Internet for ALL Low-Income Families During COVID-19,[]
A Campaign to Protect Dover Forest!,[]
Signez la lettre pour le retrait de la proposition de loi sur un ordre des psychologues,[]
URGENT CALL - Release Julian Assange from Belmarsh NOW!,[]
Amend order to allow JCPD officers to wear BDU's during PANDEMIC!,[]
Play Fair - Let Live Music Live,['lockdowns']
Make Covid duty for final MBBS students voluntary,[]
Bring back Division III National Championships,[]
Lockdown Pakistan to Prevent COVID-19 Transmission,['lockdowns']
Cancel all further assignments and exams due to instability caused by COVID-19,[]
Get Washington county closed because of Covid-19,['lockdowns']
Please help the residents of Guildwood Extendicare during Covid Crisis,[]
Take back the decision to end the relationship with the Chinese scholars who fund by CSC,[]
Stop Transport Canada rescinding covid response that allows you to stay in your vehicle,[]
Take Action to End Canada's Blood Donation Ban,[]
COVID-19：Request For MPCSD to Close Schools for the Safety of our Community and Children,['lockdowns']
"Stop Con Edison from potentially spreading Covid-19 to its workers, and the NYC public!",[]
We study in online mode we want online Semester examination for every university students,['lockdowns']
Enforce State and Local COVID-19 Rules in all California State Employee Workplaces,"['lockdowns', 'masking_and_distancing']"
We want the Human rights commission to lay charges of racism against Russell Kruger.,[]
Close CCPS schools to limit spread of coronavirus.,['lockdowns']
Keep X-rays for Chiropractors for the health benefit of future patients.,[]
Change UAlberta Classes from in person to Online due to COVID-19,['lockdowns']
Animal Charities including Wildlife Rescues deserve government support during Covid-19,[]
Stop the relocation of a Sexually Violent Predator to Twentynine Palms!,[]
Cancel Rent Payments in Finland for International Students during Covid-19.,[]
Demand California Delay Implementing Cuts to Pharmacies During COVID-19 Pandemic,[]
Hunts and shoots should not be exempt from 6 person rule + Covid-19 restrictions,"['lockdowns', 'masking_and_distancing']"
APPEAL COVID-19/ BEAUTY INDUSTRY,[]
Mississippi State University students want the option for classes to be Pass/Fail,[]
Tertiary Students of JA Appeal to Reduce Tuition 15-20% & Refund Miscellaneous/ Late Fees.,[]
AMPLIACION DE LA BECA CONTINUIDAD DE ESTUDIOS I - II Convocatoria. BECA PRONABEC,[]
Petition Sokongan kepada Ketua Pengarah KKM Datuk Dr. Noor Hisham Bin Abdullah,[]
Allow EBT recipients to order groceries online during COVID-19 pandemic and beyond.,[]
Cancel Alberta Diploma Examinations,[]
The beauty industry - financial support & operational clarity from government & insurers,[]
Potential treatment for COVID-19 should not harm Canadians living with lupus,[]
Save Akron's Last Major Greenspace!,[]
Allow Donna Kay Rule to compete in the NFR!,[]
Stop classes and encourage online classes to reduce spread of COVID-19 in uniten,['lockdowns']
Hazard Pay for Wal-Mart Associates,[]
Demand FDA Approval for Emergency Use of Ivermectin for Covid 19 Treatment,[]
NO TO THE DISPLACEMENT OF MARIACHIS AT MARIACHI PLAZA IN BOYLE HEIGHTS!,[]
Provide financial support for ALL Sole Traders in Victoria,[]
Allow medical schools to proctor board exams to combat scheduling issues due to COVID-19.,[]
Let babies travel on their mother's passport into South Africa for Medical Emergencies,[]
Pembroke Pines utilities cost increase during COVID-19,[]
"Give Children and Families Access to Beaches, Parks and Trails in Hawaii",['lockdowns']
"Save Donderberg , Sauvons l'espace vert du Donderberg à Laeken , Red Donderberg",[]
COVID Transparency at BYU,[]
Postpone JEE & NEET to the end of 2020,['lockdowns']
Save my dad from ICE's virus-ridden detention centers,[]
India needs to change its stance on mental health,[]
"No School Re-Opening, Protect Our Children",['lockdowns']
"Covid-19 Minnesota families rent,mortgages, utilities,and monthly Bill's or hardships!",[]
Varsity College must decrease their school fees by 35% because of the COVID 19 pandemic,[]
Car Dealerships are Non-Essential During COVID-19 and should be be closed!,['lockdowns']
Hazard Pay For The Front Line,[]
UAH: Extend a Pass/Fail Option Due to COVID-19,[]
Maharashtra CM : Make an announcement in Reduction & Deferment of School Fees !,[]
To allow the children of a covid victim to remain in their home.,[]
Help convince the SUSD that Students & Teachers Need Leniency in Grading during COVID-19.,[]
"Glasgow Life, Reconsider Library Closures",['lockdowns']
Get Classes Moved To Online Due to Corona Virus (Covid-19),['lockdowns']
Release my mother due to COVID-19,[]
"Allow venues, stadia, and hotels with Covid Controls in place to operate at capacity",[]
Stop insurance providers from rejecting doctor-recommended cancer treatment.,[]
"Let's get back golfing, rowing, playing tennis and picnicking again Ontario.",['lockdowns']
Fast food restaurants to print vehicle reg on takeaway packaging to discourage littering.,[]
LOVE IS NOT TOURISM,[]
#ProtectLibraryWorkers & communities: Don't reopen libraries until it's safe,['lockdowns']
Darden : Financial Relief for COVID-19,[]
Close Pepperdine due to the Covid-19 Case in California,['lockdowns']
Keep NM Garden Nurseries Open,['lockdowns']
Stipend increment of Resident doctors who are working tirelessly to fight COVID19 PANDEMIC,[]
Please help saving the life of my Father Kidnapped Dr Abbadi in Jordan,[]
Hold the Chinese government accountable for COVID-19,[]
Suspend school/college session until 2021,['lockdowns']
Keep our children safe and close the schools,['lockdowns']
Ensure Safe Watersports Access to Florida's Waterways during COVID-19 Pandemic,[]
Powerful action against climate change by the governments,[]
Continue Paying Northeastern Dining Hall Employees for the Next 30 Days,[]
Australian Healthcare Workers demand safe Personal Protective Equipment for COVID-19,[]
Force private nurseries to charge REDUCED fees during COVID-19 crisis,[]
South Dakota High School Pass or Fail students -COVID-19,[]
Save Maryland Restaurants,[]
Re-Open Motocross Tracks Responsibly,['lockdowns']
Procurement of Covid-19 cure from Madagascar by the South African government.,[]
Federal financial relief for restaurant industry — covid-19 pandemic,[]
Close Petsmart Services in response to Covid-19 state of emergency,['lockdowns']
Venues should cancel South Padre Island Spring Break events to prevent COVID-19 exposure.,['lockdowns']
United Against COVID-19,[]
I want people who are working during the Covid-19 pandemic to receive hazard pay.,[]
Strongly Urge All Schools Closure in Edmonton for COVID-19,['lockdowns']
COVID-19 Requesting early release for Georgia work release program residents,[]
Re-Open US Consulates for General Visa Appointments (Allowing Foreign Nationals to Travel),['lockdowns']
Close shopping malls  IMMEDIATELY to prevent the spread of COVID-19,['lockdowns']
I want the Covid Testing to be at an affordable price for ALL,[]
UAW Local 2192 calls for covid-19 health and safety actions by Oberlin College,['masking_and_distancing']
Allow 2020 Spring Sports to Continue Through the Summer,['lockdowns']
Postpone graduation!!!!!! DO NOT make it virtual,['lockdowns']
Stop Stephanie Alley from Potentially spreading the Coronavirus (CoVid 19 Virus),[]
"Every penny counts- In case of death due to Covid, beneficiary to be granted tax exemption",[]
Petition AGAINST Del Mar College School of Nursing Holding Back Graduates Due to COVID-19,[]
"Student Loan Forgiveness for ""Covid-19"" Frontline Workers",[]
Make UKZN shut down all campuses for an appropriate amount of time should COVID-19 worsen.,['lockdowns']
change school district grades from numerical to pass fail for 4th quarter due to covid,[]
Hazard Pay For Transit Workers During Covid 10,[]
Stand with Heine Brothers' Baristas during COVID-19 Outbreak: Give them the Choice!,[]
Creat isolation hotel centers for COVID-19 self-isolation confirms,[]
"Stop the barbaric wolf cull & poisoning in NWT, BC and AB",[]
Extend JobKeeper For The Travel Industry Beyond March 28,[]
Hazard Pay for COVID-19 Essential RI Workers,[]
PM Modi: Tell Indian Men to Do an Equal Share of Household Chores in Your Next Speech,[]
CONTRA LOS DESPIDOS EN ORANGE. ERE NO.,[]
Coronavirus Europe - Let Google Vendor employees to work from home like Google employees,['lockdowns']
Opt-In and Implement AB 626 in Orange County,[]
Chandler Unified School District must close schools until Covid-19 no longer is a threat,['lockdowns']
We want the COVID-19 Language Access Act!,[]
Partial Reimbursement for University of Connecticut Spring 2020 Semester,[]
Free 3 school teachers held in Italian covid centre for 2months. #FF3,[]
Support for Farm Transitions and Sustainable Agricultural Practices,[]
Demand that Micro-Businesses be priority to financial assistance for US COVID-19 relief!,[]
Support Safe Schools for Saskatchewan,[]
An Arts Sector-specific Rescue Package to Survive COVID-19 #HeartsForArts2020,[]
Stop violence against doctors,[]
Luxury Escapes to Honour Refund Policy Amidst COVID-19 Pandemic,[]
Esami a distanza garantiti al Politecnico di Milano,[]
Bring Thunder Bay District Out Of Lockdown and back into colour code system,['lockdowns']
Make Swiggy accessible with screen readers in Android for Visually Challenged People,[]
Help change FL mandated clinical requirements for Nursing students in light of COVID-19,[]
PETITION AGAINST PROPOSED CORONATION DRIVE WASTE PROCESSING PLANT,[]
Shutdown Imperial county schools,['lockdowns']
Test Kits for CoVid-19 in Every City in the USA,[]
Raise Awareness to Defeat COVID-19,[]
Mary Seacole is now recognised as a  COVID-19  hospital in England,[]
DONIAMO VENTILATORI POLMONARI AGLI OSPEDALI ITALIANI PUBBLICI,[]
Housing for Healthcare Workers exposed to COVID-19,[]
Student loan forgiveness for those working the front-lines of the COVID-19 pandemic,[]
Luton mayor and councillors in breach of lockdown rules to resign,[]
"Disinfect the streets, lobbies, transportation and stores everyday",[]
In response to Okan University New payment schedule,[]
Save 220k Massage Therapist's Careers  Covid-19 Licensed Health Care Economic Hardship,[]
Extend COVID-19 Emergency Benefits / Prolonger les prestations d'urgence pour la COVID-19,[]
Justice for Benny Davis,[]
Demilitarize Walnut Creek Police Response!,[]
"Rockford, IL Police Chief Daniel G. O’Shea Must Be Fired",[]
URGENT! Irish Government Enact Vegan Law! to Stop COVID-19 & Stop Climate Change!,[]
"""COVID-19 Relief"" for our incarcerated loved ones & DE DOC!",[]
NO on SB20-163,[]
Keep the test,[]
"Name MUN's New Core Science Building the ""J. Fitzgerald Building""",[]
Smoking Covid,[]
"Halt Rent, Mortgage, and Utility Payments During COVID-19 Outbreak",[]
#Don'tForgetStudents | #N'OubliezPaslesÉtudiants,[]
Help the St. John’s University bowling team go to sectionals!,[]
Lift Ban on Riding Road Registered Motorcycles During covid 19,['lockdowns']
Stop Allowing Flights with Covid Infected People to Land in Canada,[]
"OPEN LETTER TO THE LEADERS OF THE COUNTRIES AND NATIONS OF THE EARTH

FOR THE POOR",[]
Act now to save small businesses & start-ups - CBILS not available to so many...,[]
"Support for NY State Licensed, High-Touch Service Professionals During Covid-19.",[]
"Postponement of Final examinations for Mithibai College,in regards to Covid-19",['lockdowns']
Rescind Abbott’s Execute Order GA-13: Biased Bail Restrictions during COVID-19,[]
"$2,000/month for Each Adult and $1,000/month for Each Child during COVID-19 crisis",[]
Approve direct access to COVID-19 rapid screening tests,[]
Restrict Northern BC Work Camps to Essential Operations Only - Covid-19,['lockdowns']
No Mandatory COVID-19 Testing For Ohio Athletics ( OHSAA) & Let Spectators In all Games.,['lockdowns']
Shut down all Visalia Unified School District Schools to prevent Corona Virus,['lockdowns']
ALTERNATIVE GRADUATION OPTION FOR CMS SENIORS,[]
Protect Hanover community from Wegmans,[]
Alberta golf courses should receive an exemption from mandated business closures,['lockdowns']
Petition for Online Teaching in QUB under COVID-19 Threat,['lockdowns']
University and College tuition reduction in Ontario,[]
The easing of covid restrictions,['lockdowns']
Restrict Incoming Maui Flights to Slow Spread of COVID-19,['lockdowns']
Urge “shelter in place” order for the state of Utah,['lockdowns']
KKTC GİRNE AMERİKAN ÜNİVERSİTESİ ÖDEMELERİNE İNDİRİM İSTİYORUZ,[]
Give NJ Teachers and school staff immediate access to the COVID-19 vaccine,['vaccination']
Demand Johns Hopkins Protect its Graduate Employees amid COVID-19,[]
Re-open unused wards of University Hospital of Hartlepool during Covid 19 pandemic,[]
Postponing the JEE MAINS Examination april 2020 due to COVID-19 outbreak,['lockdowns']
Don't let new immigrants fall through the cracks during covid-19.,[]
Protect our TWU community from COVID-19 by suspending face-to-face classes and meetings.,['lockdowns']
Urgent Action Needed: Strengthen Ethnic Studies in Stockton Unified School District,[]
No More Live Markets - make the difference,[]
SAVE THE NORTHCOTE PUBLIC GOLF COURSE,[]
Postpone CBSE Board Exams,['lockdowns']
Pay rise for paramedics and nurses,[]
Too Soon To Open Georgia!,['lockdowns']
